,text,Kirtan - eval,Kirtan - actionable,Reeshad - eval,Reeshad - actionable,Divyansh - eval,Divyansh - actionable,Reeshan - eval,emotion,emotion_score
377,@SaveCalgary I hope the winning candidate knows the ONLY way to revitalize downtown YYC is to triple the bike lanes and charge the same extortionist parking fees to the climate saving pedal bikes. Calgary - Be Part of the energy - Literally,T,NA,,A,T,NA,T,joy,0.9912371635437012
378,Jonathan van Heyst with Bike Calgary is urging council to boost spending on snow and ice clearing for sidewalks and pathways to ensure safety for pedestrians/cyclists and Calgarians with disabilities. Bike Calgary says snow clearing is a top issue.,T,NA,,A,T,NA,T,joy,0.9765903353691101
379,"Hmm, this seems odd. Calgary and Edmonton more bike-friendly than Vancouver or Victoria? Awaiting commentary on this. https://t.co/J4E6mPFwB9",T,NA,,NA,T,NA,T,joy,0.9858115911483765
380,"You know what that means #yycbike? You can ride from Lake Louise to the closure and back and there's barely any traffic. Link it up with the 1A too, if you've got the legs! https://t.co/cbRddBRVII",T,NA,,NA,T,NA,T,anger,0.5007209777832031
381,"@DSBW2MM Is the 40km max only for motor vehicles or does it include bikes? Do riders follow the rules of the road? Where are the bike lanes? If Palm Springs can have dedicated bike lanes in every neighbourhood, so can Calgary! Time to licence bike riders, issue plates &amp; require insurance.",T,NA,,A,T,A,T,joy,0.9462894201278687
382,"Bright illustrations of cycling animals along bike route meant to slow traffic and bring colour to Crescent Heights, Renfrew - Calgary Herald #Calgary #Transit #YYC https://t.co/5tcEuJfVjX",T,NA,,NA,T,NA,T,fear,0.4344308078289032
383,"My friend Nathaniel is cycling across Canada &amp; chose Calgary on his adventure'

#dyk Calgary has 1000+ km of urban pathways? His blog:  https://t.co/desoqRcZZS

Explore my platform: https://t.co/B1EmZQGDEA 

#ward5 #yyccc #calgary #election #oct18 #votemerali #voteyyc https://t.co/ACQIre8AT0",F,NA,,NA,F,NA,T,joy,0.7778266668319702
384,"Would anyone be interested in helping me set up a map of those frustrating bike gates on Calgary paths? I'm not the techiest, but I would love to piece together where these are so we can advocate for safer and wheel-friendly replacements.",T,NA,,A,T,NA,T,joy,0.9972407817840576
385,@brent_bellamy Too bad Winnipeg tore up most of its railway lines and never put in light rail trains like Edmonton and Calgary on them. One goes right up Gateway now it’s a bike and foot path that goes miles! Could have been a great LRT. Plus many others,T,NA,,NA,F,NA,T,joy,0.8586922883987427
386,"@NickPiers @CBCNS Calgary is pretty decent for that, lots of bike lanes and such",T,NA,,NA,T,NA,T,joy,0.9971141815185547
387,"@ellejayjoseph Fascinating stats, thank you. I’d love to see the trails extend to the communities around Calgary as well. Believe it or not, #Airdrie has an active cycling community wanting pathways into Calgary, but there are no safe connections. Who wants to ride on the shoulder of qe2?",T,NA,,A,T,A,T,joy,0.9980815649032593
388,1/ What frameworks and resources currently exist in Calgary for improving the walkability and accessibility of our neighbourhoods? @cityofcalgary @jyotigondek @jeromyYYC @bradfieldyyc @jandameryYYC #yyccc #yyc #yycwalk #yycbike,T,NA,,A,T,NA,T,joy,0.974346399307251
389,"@Chealion @Princess_Jules @yyctransport Princess Jules, people who cycle more than drive subsidize drivers with the property taxes they pay. Taxes pay for car infrastructure orders of magnitude more than they pay for #yycbike infrastructure. Plus we don’t collect enough taxes to fully pay for the roads we have.",T,NA,,NA,T,A,T,joy,0.5497869253158569
390,"@DaleCalkins @bpincott @JyotiGondek @JeffDavisonYYC @cityofcalgary It is a shame to think that the city of Calgary won't offer more bike parking racks despite spending more than $300 M on the New Flames arena.

Hoping that maybe new city council can fix this.",F,NA,,A,F,NA,T,joy,0.9760226011276245
391,"@KyleTWN @private83186729 Also shows that we have LOTS of pathways in Calgary - downtown ones by the river tend to be crowded ""The City maintains approximately 1000 km of regional pathways and 96 km of trails."" https://t.co/71C7KAEvTH",T,NA,,NA,T,NA,T,anger,0.7693662643432617
392,"Would be great if cul-de-sac signs in Calgary could indicate when a through connection exists (via pathway or walkway) for people walking or cycling.

https://t.co/AB7bXDcxDR

#yycplan #yycbike",F,NA,,A,F,NA,T,joy,0.9845324158668518
393,"@doug_schweitzer @nenshi good riddens!.you have damaged the entrepreneurship and business in our city and destroyed downtown. Your bike lanes and heavy increases in business taxes have resulted in businesses leaving downtown in droves, and Calgary as a whole. Reckless spending &amp; ridiculous taxes",T,NA,,NA,T,NA,T,sadness,0.8939233422279358
394,"@TinyBeaches Definitely. And, IMO Calgary needs to re-institute the position of Cycling Coordinator, with a cross-department mandate, i.e. so the role covers bikeways &amp; pathways. They then need to hire a great candidate, like before.",T,A,,A,T,A,T,joy,0.9978446960449219
395,@liveablestreets @DaleCalkins Now someone just needs to explain the difference between the red bike paths in Canmore and the red decorative concrete that looks like bike paths on some Calgary road &amp; sidewalk projects. 🤔,T,NA,,A,T,NA,T,joy,0.7804517149925232
396,Great overview - have you seen the kind of institutional inertia described in Calgary preventing something like this from getting off the ground? Friends have used bike index but I guess I’m skeptical it helps nearly as much without wider buy-in. https://t.co/3TQkUdGliL,T,NA,,NA,T,NA,T,fear,0.9960945248603821
397,"Another awesome video from @TomBabin: How disconnected bicycle routes are ruining the bike-friendliness... https://t.co/Y09QShrdIC 

His Edmonton Tr example was on the top of my list! 🚲 #YYCBike",F,NA,,NA,F,NA,T,sadness,0.9519603252410889
398,"Alert, the bike talk in Calgary is heating up: DJ_Holly_D edmontonjournal A bit dramatic there.  We’re not locked in our houses.  We can still go grab essentials, can still go for walks/bike rides/car rides.  We’re just being asked to do a small thing to help our fellow Canadians",T,NA,,NA,T,NA,T,joy,0.9671985507011414
399,This seems like a logical next step for @yyctransport in Calgary to take to build on the 5A network principles and 5A network map in the Calgary Transportation Plan.  #yycbike,T,A,,NA,T,A,T,joy,0.9918705224990845
400,"@yycbikeguy Yes but not in the early morning. You can’t take your bike on. C-train then, or at your convenience in the early evening. Why is this @cityofcalgary ? Time for change? #yycbike",T,A,,A,T,NA,T,anger,0.536133885383606
401,"Alert, the bike talk in Calgary is heating up: stukehrig bikeedmonton Welcome back to the joyful world of bike rides!Alan (vaccinated) SchtweetziWeb, iBike, iThink. Web/Social Media/Comms/Journalism dude, ex-pro photographer, past prez of Alberta Bicycle Assn. + EBTC, domesticate",T,NA,,NA,T,NA,T,joy,0.9982932209968567
402,Here is a video of my family trying to run an errand by bike along Calgary Trail and Gateway Blvd. It's so terrible and feels violent. Why don't more people cycle? #yeg #yegcc @pathsforppl @AmarjeetSohiYEG #yegbike https://t.co/nZBEusBHqA,T,NA,,NA,T,NA,T,anger,0.9975167512893677
403,"@BromptoningLove @LanrickBennett @metromorning @BikewaysTO @biketo Salute from Calgary, where well maintained pathways and bikeways keep my family and me rolling through winter for work, errands, and pleasure. https://t.co/W7KMFjNE1s",T,NA,,NA,T,NA,T,joy,0.9960625767707825
404,"@JaniceTheriault @InsiderOilers @sjcalgary When I lived in Calgary,  I looked up the cost for those bike lanes. It worked out to $1.27 per $1000 of property taxes paid...and that is not just for bike lanes, but also improvements to pedestrian corridors. We pay more for a ☕ than we do to keep those outside of cars safe.",T,NA,,NA,T,A,T,joy,0.974433422088623
405,Liked on YouTube: Bike-friendly city showdown compares Amsterdam with Calgary | Collab with @Not Just Bikes https://t.co/40likJTEr5,T,NA,,NA,T,NA,T,joy,0.9737327098846436
406,"BIKE RECOVERY: ""The community, Bike Index, and Calgary Police."" @BikeIndexCalg #bikeyyc @salsacycles https://t.co/Tmx0HT2I7n",T,NA,,NA,F,NA,T,joy,0.9460798501968384
407,"Oh god. I'm watching a video comparing bike rides in Calgary and Amsterdam, and,,,,,

Damn. Just seeing the comparison between the bike infrastructure/street design/&amp;c. is.

Huh. Wow. that's definitely one thing they *do* do better.",F,NA,,NA,F,NA,T,joy,0.7551076412200928
408,"@Canadabuster Shutdown and Lockdown the Calgary International Airport.  
Vehicle travel on the Queen E2 will be on alternating days North and South.  
Build Back Better With Bike Lanes !!!",F,NA,,A,F,NA,T,joy,0.4807484745979309
409,"Calgary is a great example of a city that has invested significantly in bike infrastructure. AND I DON’T MEAN THE BARE BONES, SUPER-INEXPENSIVE CYCLE TRACKS DOWNTOWN (that I love!). I mean the massive bike path network that connects pretty much the entire city.",T,NA,,NA,T,NA,T,joy,0.9969125986099243
410,"@brian_gettler @tpcanoe @ianmilligan1 I expect Victoria and Vancouver are ahead of the curve as well. In Saskatoon we elected ""bike lane"" Charlie and after 1.25 terms we have negative one bike lane downtown. But we're obviously an outlier lagging behind Edmonton and Calgary.",T,NA,,NA,T,NA,T,joy,0.679284393787384
411,0,T,NA,,0,0,0,0,anger,0.5617049336433411
412,"In other words, we have a pedestrian incident almost every 2 days. And yet communities like must fight for pedestrian safety measures. 

#yyc #yyccc #yycwalk https://t.co/Wyec0RJNs2",F,NA,T,A,F,NA,,anger,0.8563480973243713
413,So the boulevard is once again mowed (as per @cityofcalgary mandate) &amp;i another close call with a grown ass adult riding their bike on the sidewalk (which is illegal in #yyc if youre over the age of 14) when there's a bike lane 5m away https://t.co/5hkRge8iOW,T,NA,T,NA,T,NA,,anger,0.9033412337303162
414,"""Since the incident, the city told the family that lights will be installed at the intersection.""

I hate that making a crosswalk safer only happened after an SUV driver hit and seriously injured a teen. #yycwalk 
https://t.co/W2y1VLQgDE",F,NA,T,A,F,NA,,fear,0.9446659088134766
415,"A short video about the worst street in my city, and three attempts over the decades to enable cyclists and pedestrians to cross it
#yyjbike #bikeyvr #yycbike  #yegbike #yxebike #yqrbike #bikewpg #pdxbikes #bikela #bikeTO #ottbike #velomtl #bikemn #bikenyc
https://t.co/qZgqcBZn6U",F,NA,F,NA,F,NA,,anger,0.5371987819671631
416,"This is why cycling infrastructure is so important, to keep people safe, and create an environment that will promote wider use. Keep in mind #yyccc both these modes of transport are moving one person, and while this was in Denver, it isn't uncommon on #yyc city streets #yycbike https://t.co/zxvUqxHmAP",T,NA,T,NA,T,NA,,joy,0.993055522441864
417,Are engineers and electeds using simple fixes to make crosswalks safer in [your city]? #yycwalk #yycbike https://t.co/wBb866XyDk,?,,T,NA,T,NA,,joy,0.9822160005569458
418,"But you know, pedestrians need to me more alert...  #yycbike #yyc #WarOnCars https://t.co/fVclTuPbfM",F,NA,T,A,T,NA,,fear,0.6739251017570496
419,"@troutwhispers More covid policy stupidity...this is today on Memorial drive in #yyc, all of the south lane is closed for people to walk/ride. No one is using it, there are seperate walking/bike trails right next to the road. Cars are all   Crammed in 2 way traffic. https://t.co/xvUOHoCGcI",T,A,T,NA,T,NA,,sadness,0.38573917746543884
420,"Community Safety Action 4: Smart City Planning

#Spencerfor12 #yyccc #yycliving #yycnow  #yycvotes #yycvote https://t.co/R1SaC6lkPC",F,NA,T,NA,F,NA,,joy,0.9907001852989197
421,Vehicles must Yield to Cyclists and Pedestrians- is a sign we don’t see often enough! #YYCBike #BrodieBikes https://t.co/qgpi5d1cgI,T,A,T,NA,T,A,,joy,0.9056411385536194
422,"Some positivity: seeing terrifying videos of bus drivers elsewhere nearly hitting cyclists makes me truly appreciate @calgarytransit, whose drivers are some of the most careful and courteous on the road. I've had maybe one close call with one over years. 
#yycbike",F,NA,T,NA,F,NA,,joy,0.9687783122062683
423,"@projectstartrek @MTA In 2001 in Calgary on a pedestrian street - Stephen Ave - 3 bike cops were zooming around lunchtime peeps.  Signs said no bikes/skateboards.  I yelled ""slow down!""  They circled me.  Cop behind me kept saying ""reciprocity"" like it was a Buddhist mantra.  I asked him to spell it.",T,A,T,NA,T,NA,,anger,0.5635038614273071
424,"Shame @cityofcalgary clearing 42 Ave bike path before crosswalks used by the #mobility challenged.
#bikebabies are at home soothing in bubble wrap w/ a soy beverage today - it’s too cold to trike! #yyc #yyccc",F,NA,T,NA,F,NA,,love,0.9612005949020386
425,I spoke with CTV today about the #accessibility issues in Kensington I tweeted about previously. I'm glad this is starting to get some attention and hopefully some changes will be made.  #calgary #yyc  #yycliving #wheelchair @CityofVancouver @kensingtonYYC https://t.co/wMeQWCrTkv,F,,T,NA,T,NA,,joy,0.9988741278648376
426,@andrewjulio @designertweets @brettbergie @Matticusssss i used to use @bikecalgary before twitter. if i am looking for info on pathway conditions i use the #yycbike tag in here. guessing with people not commuting as much there is less reporting. the city has a map showing winter routes they 'maintain' too.,T,NA,T,NA,T,NA,,joy,0.7242435812950134
427,"This is a tip of the hat to the conversation that we need to have in #yyc about the cost of supporting our sprawling road grid.

The cost of pedestrian/bike/transit infrastructure pales in comparison to the cost of roads and yet we are reluctant to make those investments. https://t.co/jdbaX6WLb8",F,NA,T,NA,F,NA,,fear,0.99650639295578
428,Tonight on my commute was the first time in a while where the volume of pathway users actually made me feel unsafe #yycbike,T,NA,T,NA,T,NA,,sadness,0.7586488723754883
429,"https://t.co/xyVzpn4qaE
Oh goody theNIGHTMARE continues 
Drunk people on scooters Friday nights 
Can’t wait to get assaulted on my way home again by drunk youth ...yippie ...can’t wait",F,NA,T,NA,F,NA,,fear,0.5199254155158997
430,"Just had a meeting with the city to discuss safe cycling connectivity, in the Riley communities. Was told one site that helps them make infrastructure budget decisions is https://t.co/CYUAM67QEe #yycbike if you have a dangerous encounter please post it on this site.",T,NA,T,NA,T,A,,anger,0.9852042198181152
431,"I see a bollard installation coming… 

Have I mentioned my dislike for bollards? Punishing cyclists and walkers for the lapse in judgement of drivers. 

Hit me up with your other ideas on how to signal to cars to stay off sidewalks and pathways.

#yycwalk #yycbike https://t.co/on8DsM9Qvt",F,NA,T,NA,F,NA,,anger,0.9963961243629456
432,"Tired: faux-vax trucker convoy

[Live]Wired: more #yycbike infrastructure &amp; dedicated bike lanes along University Drive in particular. 

Thanks ⁦@ArynToombs⁩ &amp; ⁦@LiveWireCalgary⁩ for the chat &amp; super useful data for context.  https://t.co/yLfIjI2bJ1",F,NA,T,NA,F,NA,,joy,0.9914925694465637
433,"#yyc #yycroads Please drive safe if and when you are around on city streets. Avoid all distractions at all costs, and keep each others safe! Have a great day! 

https://t.co/tpHERSPXvF",F,NA,T,NA,F,NA,,joy,0.998695433139801
434,"Issued a ticket to a driver who stopped in a bike lane this morning. It doesn’t matter how long you’re going to be, you can’t stop in the bike lane, just the same as you can’t stop in the middle of the road. #yyc #yyctraffic https://t.co/dKYDaYYa4s",T,NA,T,NA,T,NA,,anger,0.8708997964859009
435,"@Matticusssss There's a reason why cycling on sidewalks is illegal, and it has to do with safety.  #yycbike",T,NA,T,NA,T,NA,,anger,0.758232831954956
436,outrageous. how dare they. my childhood was marked by multiple near-misses with speeding vehicles. I demand the same for future generations. #yycroads https://t.co/7yXPNzVEWJ,F,NA,T,A,T,NA,,anger,0.9485031366348267
437,"Venn diagram of people who were outraged that they can now only drive their SUV's 40kph on residential streets, but also think its unsafe for bicycles to exceed 20kph on pathways. #yycbike #yyccc https://t.co/SAWhQHTU6e",T,NA,T,NA,T,NA,,anger,0.9971935153007507
438,Oh dear. Maybe we need safety barriers for the safety barriers and walkers should now be escorted by security? #yycbike https://t.co/sWDG5UFUuC,T,NA,T,NA,T,NA,,joy,0.6642641425132751
439,I saw the City of Calgary cutting out one of those stupid white and red pylons that are on bike paths to cause accidents.  Made my day. #yycbike,T,NA,T,NA,T,A,,sadness,0.6958194971084595
440,"While Jyoti Gondek and her new council spend their time pretending they're saving the planet with empty declarations or devising new and  inclusive ways to shun Sean Chu, people die daily on our streets and parks right around the mayor #opioidcrisis #yyc

https://t.co/FXEm8TEb5E",F,NA,T,NA,F,NA,,anger,0.6450228691101074
441,"Cool. Another mayoral candidate bleating about bringing ""common sense"" back to City Hall and railing against bike lanes. How original. #yyccc #yyc",T,NA,T,NA,T,NA,,joy,0.9974157810211182
442,"Another excellent example. Canmore’s main intersection now has protected signal phases and dedicated space for all modes, significantly reducing conflicts between people walking, cycling, and driving. Taking time for people to adjust, but a clear safety upgrade. #yycbike #yegbike https://t.co/FucA0kaDfv",T,NA,T,NA,T,NA,,joy,0.9694817066192627
443,"As someone who has seen a lot of dogshit on the sidewalks and in parks in warmer weather, I didn’t even need to read the letter to agree with this headline. #yyc https://t.co/jS5aXI89rg",T,NA,T,NA,T,A,,anger,0.6477300524711609
444,"“What’s fascinating is the findings from research in 2019 that concluded such bike infrastructure can make a city’s streets safer for all users – drivers, cyclists and pedestrians.” #yyc #bikeforlife https://t.co/dGdaLTI5QP",T,NA,T,NA,T,NA,,joy,0.9802748560905457
445,"Can you even imagine? You're standing there on the grass, well away from the street and minding your own damn business, only to be run over and killed. Absolutely infuriating. https://t.co/ceWlQ9kpqk #yycwalk",T,NA,T,NA,T,NA,,anger,0.9962515234947205
446,Yesterday I Bird-scootered 14 km from Winston Heights to the Beltline &amp; back. Mostly on sidewalks and mostly I was horrified by the crumbling surfaces facing anyone with mobility impairment. Yikes! #yycbike,T,NA,T,NA,T,A,,fear,0.7916738986968994
447,"Just picking up my granddaughter from Children’s Hospital now. She got hit by a car while riding her bike on a sidewalk in the suburbs. Please folks, children are out on their bikes and it’s illegal to cross a sidewalk without stopping while entering a road! #yycbike #brokenarm",T,A,T,A,T,A,,anger,0.6547596454620361
448,"The pandemic taught us how to value our public spaces even more than we already did.

If we are really courageous, we'll take those lessons into how we build our city from here on out. 

#yyccc #yyc #ForWard8 https://t.co/kdmco496El",F,NA,T,NA,F,NA,,joy,0.9955957531929016
449,"Great video! We can't cover every single road in protected bike lanes but we need well connected safe corridors, especially to train stations and community gathering points, to improve their efficiency. Dead end bike routes need safe connections now.
@youthenroute #yyc #yyccc https://t.co/qbQOtFiSsL",F,NA,T,A,F,NA,,joy,0.9982290863990784
450,"8 Ave cycletrack: one concrete barrier blocking half the lane, and an entire block replaced with cones so private businesses can take over the sidewalk.

Just ugh.
#yycbike",F,NA,T,NA,F,NA,,anger,0.41241541504859924
451,We need to care about each other as we learn to navigate public spaces again. We need to be compassionate and empathetic in our new landscape. 2/ #yyc #calgary,T,NA,T,NA,T,NA,,love,0.9950242638587952
452,Cannot believe @cityofcalgary is looking to ticket people that are not required by law to have a speedometer. Wonder how that will stand up in court! Time for change and to perhaps fine for unsafe riding. Do we need people with flag in front of us? #yycbike #yyc,T,NA,T,0,T,NA,,fear,0.7373729348182678
453,"Good news, #yycbike: the resurfaced cycle tracks on 8th Ave SW will be protected not by flexi-posts but by curbs!

Curbs. Curbs! Curbs!! *CURBS!* https://t.co/oQFNwC7dtN",F,NA,T,NA,F,NA,,joy,0.7999498248100281
454,"Every neighbourhood should have a Good News - food, ice cream, excellent coffee and bike rentals out of the side of a house on a safe #yycbike bikeway. The coffee choices in @InglewoodYYC are so good - and kudos to @yyctransport for the intersection upgrades right by https://t.co/KglbrWIUuu",T,NA,T,A,T,NA,,joy,0.9984216690063477
455,@SaskLass The @cityofcalgary either doesn't have the right bylaws or doesn't bother to enforce the ones they have.  People use scooters on pedestrian paths (when there's split bike paths) &amp; cyclists ride on the sidewalks beside designated bike lanes.  It's unsafe to be a pedestrian. #yyc,T,A,T,A,T,NA,,fear,0.6378344297409058
456,"Imagine trying to #yycbike to work or do some shopping along a route like this.

Support Leslyn Joseph for #yyccc, she gets it! https://t.co/OzX2pvTXIJ https://t.co/6wgNpkBh2X",F,NA,T,NA,F,NA,,joy,0.9730492830276489
457,"@chiversdelivers @thismombikes Well, this is nice, I've been yelled at and threatened by @canadapostcorp  employees that insist on parking in the bike lane on 10st (calgary) and that ""they have a right to park there"".",T,NA,T,NA,T,A,,fear,0.936876654624939
458,"This is what 11 years of Mayor @Nenshi will do to a city. 
#yyccc 

 https://t.co/WdYYVSQdZQ",F,NA,T,NA,F,NA,,joy,0.803379476070404
459,"There should be an app that gives you push notifications when you're trying to go on 12th ave on a game night. #yycbike
No near misses! Just terror and caution!",F,NA,T,NA,F,NA,,fear,0.4137691259384155
460,"“Parking requirements are hardly the worst policy cities have tried. But they are notable for how much needless damage they have caused, over a long period, with few people even noticing.” https://t.co/lV8kN4XOTQ #yycplan",T,NA,T,NA,T,A,,joy,0.6993345618247986
461,"I'm working in Marda Loop on the 20th street bike lane. It hasn't been clear for even a minute while I've been here. It's BUSY, too! I've seen at least 20 cyclists forced into traffic. This isn't infrastructure!
@EWoolleyWard8 #yycbike https://t.co/2V7U2EYVUu",F,NA,T,NA,F,NA,,anger,0.7778267860412598
462,"Hey #yycbike, #yycwalk folks, would there be appetite in a #harmreduction workshop for what to do if you encounter folks in distress/unresponsive in your wheeling/walking travels? We are connected to our communities and the vulnerable folks within them. #communitycare #mutualaid",T,NA,T,A,T,NA,,fear,0.9957308173179626
463,"@betamanic The City if Calgary automated ""button pressing"" at many of the crosswalks across major roads for the pandemic. Reach out to your  City Councilor, the Roads Dept, and make a 311 submission to ask for automatic pedestrian lights. Tell them it's unsafe for children. #yycroads",T,NA,T,NA,T,NA,,fear,0.8182218074798584
464,"Governments will tell you they prioritise safety above all else in our mobility systems. To the contrary, continued allowance of Right on Red is a prime example, amongst many, of how we systemically prioritise vehicle movements over basic safety. #yycwalk #yycbike https://t.co/kTcP0dB4ah",T,NA,T,NA,T,A,,joy,0.9370044469833374
465,It might make the actual news &amp; be 1000% better with some bike racks right there &amp; a separated bike lane all along University Avenue into campus. On the day #yyccc is voting on #ClimateEmergency #yycbike #yycroads The absence of safe 🚲 infrastructure in @UDistrictYYC is 🤯😩🦖 https://t.co/tBAuLTBbUG,T,NA,T,NA,T,NA,,joy,0.9817317128181458
466,"@mikesbloggity @cityofcalgary City hasn't weighed in yet, but others have said existing guardrails don’t meet standards for bikes. Honestly, as a bike user in this city, I'd love if this attention to our safety was displayed in other areas, like oh I dunno more protected bike lanes. #yycbike",T,NA,T,A,T,A,,joy,0.9673779010772705
467,"This: 

It’s important if we want youth to choose active transportation. We need to make it so they feel safe as they move around cities. #yyc #yyccc #yycbike https://t.co/T8uUBLm1q5",F,NA,T,NA,F,NA,,joy,0.9988540410995483
